epoch,loss,lr,val_loss
0,0.9443857073783875,0.005,0.934607982635498
1,0.9382763504981995,0.004987141,0.9315249919891357
2,0.9346551299095154,0.004974278,0.9288180470466614
3,0.9312109351158142,0.004961412,0.9244617819786072
4,0.925544023513794,0.004948542,0.9173287749290466
5,0.9230412840843201,0.0049356683,0.9145999550819397
6,0.9197342991828918,0.0049227905,0.9100296497344971
7,0.9148801565170288,0.0049099093,0.90764981508255
8,0.9105535745620728,0.0048970245,0.9004431366920471
9,0.9066948294639587,0.0048841354,0.896419107913971
10,0.9003942012786865,0.004871243,0.8910027742385864
11,0.8988277912139893,0.0048583467,0.8868776559829712
12,0.8919110894203186,0.0048454464,0.8814696073532104
13,0.8873732686042786,0.0048325425,0.8787322640419006
14,0.8836199045181274,0.004819635,0.8732170462608337
15,0.8780192136764526,0.004806723,0.8690919280052185
16,0.8717632293701172,0.0047938074,0.8614195585250854
17,0.8668155074119568,0.004780888,0.8678141236305237
18,0.8630375266075134,0.0047679646,0.8527506589889526
19,0.8571560382843018,0.004755038,0.8575336933135986
20,0.8596744537353516,0.0047421064,0.8433022499084473
21,0.8533055782318115,0.0047291717,0.8417912721633911
22,0.8440825343132019,0.004716233,0.8390383720397949
23,0.8420348167419434,0.00470329,0.8398563265800476
24,0.8378974795341492,0.004690343,0.8328104615211487
25,0.835773229598999,0.004677392,0.8379496932029724
26,0.826919436454773,0.0046644374,0.8273479342460632
27,0.8176181316375732,0.0046514785,0.8101404309272766
28,0.8193336725234985,0.004638516,0.8174511790275574
29,0.8180481791496277,0.004625549,0.822689950466156
30,0.8097183704376221,0.004612578,0.8131436705589294
31,0.7952715754508972,0.0045996034,0.8275883197784424
32,0.8093680739402771,0.0045866244,0.8196899890899658
33,0.7932544946670532,0.0045736413,0.814684271812439
34,0.783030092716217,0.004560654,0.7947788834571838
35,0.7795302271842957,0.004547663,0.7803496718406677
36,0.7748501300811768,0.0045346674,0.8104221224784851
37,0.7628533244132996,0.004521668,0.7771036028862
38,0.7442088723182678,0.0045086644,0.7912745475769043
39,0.7305312752723694,0.0044956566,0.7952756285667419
40,0.7259577512741089,0.0044826446,0.8254337906837463
41,0.7202211022377014,0.0044696284,0.7896134853363037
42,0.7682884335517883,0.0044566076,0.7947237491607666
43,0.720403254032135,0.004443583,0.7910188436508179
44,0.6836484670639038,0.0044305543,0.7853821516036987
45,0.6757869720458984,0.004417521,0.7663703560829163
46,0.6672829985618591,0.0044044834,0.7599442601203918
47,0.6638679504394531,0.004391442,0.7745607495307922
48,0.6573564410209656,0.0043783956,0.7637137770652771
49,0.6424206495285034,0.0043653455,0.790936291217804
50,0.6577132344245911,0.0043522906,0.7688764929771423
51,0.633506715297699,0.0043392316,0.7976230382919312
52,0.6226181983947754,0.0043261684,0.7572660446166992
53,0.6209259629249573,0.0043131006,0.8036122918128967
54,0.6079314947128296,0.004300028,0.7843498587608337
55,0.593416690826416,0.004286952,0.7800565958023071
56,0.5897200107574463,0.0042738705,0.7739253044128418
57,0.5882359147071838,0.004260785,0.7747055888175964
58,0.5728661417961121,0.004247695,0.7699875831604004
59,0.5642721056938171,0.004234601,0.7617850303649902
60,0.5723018050193787,0.0042215018,0.7816522717475891
61,0.5529787540435791,0.004208398,0.8084877133369446
62,0.5445734858512878,0.00419529,0.7674936056137085
63,0.5524364709854126,0.0041821776,0.7305753827095032
64,0.5374112725257874,0.0041690604,0.7593734860420227
65,0.5482039451599121,0.004155939,0.7988831400871277
66,0.544071614742279,0.0041428125,0.7638161182403564
67,0.5295273065567017,0.0041296817,0.7433326840400696
68,0.520767867565155,0.004116546,0.783698558807373
69,0.51324063539505,0.004103406,0.7653880715370178
70,0.5099515318870544,0.0040902607,0.7823313474655151
71,0.4980265200138092,0.0040771114,0.7878603935241699
72,0.48841166496276855,0.004063957,0.7646757364273071
73,0.48421549797058105,0.004050798,0.76322340965271
74,0.4764651358127594,0.004037634,0.751581609249115
75,0.4761661887168884,0.0040244656,0.7678342461585999
76,0.47305914759635925,0.004011292,0.7801408171653748
77,0.4579920470714569,0.003998114,0.7973756194114685
78,0.45543172955513,0.003984931,0.7831993699073792
79,0.4497831165790558,0.003971743,0.7796597480773926
80,0.44125357270240784,0.0039585503,0.7917233109474182
81,0.4545581638813019,0.0039453525,0.7588464021682739
82,0.43778905272483826,0.00393215,0.7733845710754395
83,0.43168580532073975,0.0039189425,0.7745435237884521
84,0.41591936349868774,0.0039057303,0.7640712857246399
85,0.42908382415771484,0.003892513,0.7720850110054016
86,0.42790457606315613,0.0038792905,0.7814752459526062
87,0.4249838888645172,0.0038660632,0.7474188804626465
88,0.40294015407562256,0.0038528307,0.7855010032653809
89,0.3951573073863983,0.0038395934,0.7707278728485107
90,0.39486557245254517,0.003826351,0.7494584918022156
91,0.40768739581108093,0.0038131033,0.77552729845047
92,0.4033590853214264,0.0037998506,0.786321759223938
93,0.39414700865745544,0.0037865927,0.7697821855545044
94,0.3945927321910858,0.0037733295,0.7676936388015747
95,0.38730430603027344,0.0037600615,0.7804480195045471
96,0.37442559003829956,0.003746788,0.7740716934204102
97,0.376897931098938,0.0037335095,0.8078227639198303
98,0.3957258462905884,0.0037202255,0.7822515368461609
99,0.38423916697502136,0.0037069363,0.7720115184783936
100,0.3704429864883423,0.0036936419,0.7785122394561768
101,0.3673730492591858,0.003680342,0.7907260656356812
102,0.35663899779319763,0.003667037,0.7741210460662842
103,0.3513110280036926,0.0036537265,0.8001683354377747
104,0.33858221769332886,0.0036404107,0.7828004956245422
105,0.338934063911438,0.0036270893,0.7780186533927917
106,0.33325523138046265,0.0036137626,0.7746548056602478
107,0.33577579259872437,0.0036004304,0.7733520865440369
108,0.331691175699234,0.0035870927,0.7755622863769531
109,0.3337410092353821,0.0035737497,0.7959142923355103
110,0.3234172761440277,0.0035604008,0.7958534359931946
111,0.3197915256023407,0.0035470466,0.808275043964386
112,0.31591108441352844,0.0035336867,0.7887492775917053
113,0.3130345046520233,0.0035203213,0.7889825105667114
114,0.3153530955314636,0.00350695,0.7887705564498901
115,0.31624317169189453,0.0034935733,0.7891952395439148
116,0.31012284755706787,0.0034801909,0.8022074699401855
117,0.3029223680496216,0.0034668026,0.7955247759819031
118,0.299180269241333,0.0034534086,0.7991149425506592
119,0.2996937036514282,0.003440009,0.7861981391906738
120,0.30510061979293823,0.0034266033,0.7985361218452454
121,0.30667829513549805,0.003413192,0.8095541596412659
122,0.2989613115787506,0.0033997747,0.8038479685783386
123,0.29410865902900696,0.0033863517,0.8061939477920532
124,0.28742271661758423,0.0033729225,0.8100728392601013
125,0.28601428866386414,0.0033594877,0.799248218536377
126,0.29159101843833923,0.0033460467,0.7891092896461487
127,0.3028090298175812,0.0033325998,0.8183526992797852
128,0.29593023657798767,0.0033191468,0.7950148582458496
129,0.2945478558540344,0.0033056878,0.8225570917129517
130,0.2922913730144501,0.0032922227,0.8085337281227112
131,0.2800258696079254,0.0032787514,0.8076061010360718
132,0.28262859582901,0.003265274,0.7895620465278625
133,0.2890036106109619,0.0032517905,0.7974169850349426
134,0.28333795070648193,0.0032383006,0.8004086017608643
135,0.27373936772346497,0.0032248045,0.8146407008171082
136,0.26941609382629395,0.0032113022,0.8154670596122742
137,0.26452183723449707,0.0031977936,0.8060559034347534
138,0.26292046904563904,0.0031842787,0.8096815347671509
139,0.2641829252243042,0.0031707573,0.8130193948745728
140,0.2659301459789276,0.0031572296,0.803837239742279
141,0.2618538439273834,0.0031436954,0.8282384872436523
142,0.258242130279541,0.0031301547,0.8064634203910828
143,0.26120030879974365,0.0031166074,0.8087283372879028
144,0.26083481311798096,0.0031030537,0.8136765360832214
145,0.25738808512687683,0.0030894934,0.8122611045837402
146,0.25287753343582153,0.0030759263,0.817500650882721
147,0.2537791430950165,0.0030623528,0.809739887714386
148,0.255786269903183,0.0030487725,0.8188375234603882
149,0.2562667727470398,0.0030351856,0.8020969033241272
150,0.25153863430023193,0.0030215918,0.8030802607536316
151,0.2458084672689438,0.0030079912,0.7988227009773254
152,0.24770797789096832,0.0029943837,0.8186635375022888
153,0.24626868963241577,0.0029807696,0.8089712262153625
154,0.24663695693016052,0.0029671483,0.8040212392807007
155,0.246952086687088,0.0029535203,0.8170815706253052
156,0.2520939111709595,0.002939885,0.8159258961677551
157,0.24590423703193665,0.002926243,0.8158294558525085
158,0.26320406794548035,0.0029125938,0.8085119128227234
159,0.2545910179615021,0.0028989373,0.7985259890556335
160,0.2427527904510498,0.002885274,0.814470112323761
161,0.24116045236587524,0.0028716032,0.8007219433784485
